Date,Price,Open,High,Low,Change %
10/20/2017,80.46,78.15,81.59,77.92,3.50%
10/19/2017,77.74,77.59,78.51,75.72,0.19%
10/18/2017,77.59,74.94,78.31,74.51,3.54%
10/17/2017,74.94,76.55,77.45,74.58,-1.58%
10/16/2017,76.14,76.39,78.28,75.66,-1.89%
10/13/2017,77.61,80.28,81.3,77.2,-3.33%
10/12/2017,80.28,83.11,83.11,79.92,-2.93%
10/11/2017,82.7,83.72,84.44,81.5,-1.69%
10/10/2017,84.12,84.68,85.97,81.74,-1.13%
10/6/2017,85.08,85.09,87.83,84.54,-0.48%
10/5/2017,85.49,84.6,85.99,83.84,1.05%
10/4/2017,84.6,84.79,86.71,83.88,-0.22%
10/3/2017,84.79,85.22,87.17,84.25,-0.50%
10/2/2017,85.22,84.65,86.88,83.07,0.67%
9/29/2017,84.65,83.78,86.6,82.85,2.01%
9/28/2017,82.98,83.78,86.6,82.85,0.00%
9/27/2017,82.98,78.32,83.56,77.92,4.50%
9/26/2017,79.41,78.86,80.07,77.95,0.18%
9/25/2017,79.27,80.82,81.57,78.74,-4.94%
9/22/2017,83.39,83.39,83.39,80.35,0.00%
9/21/2017,83.39,82.88,84.03,81.26,0.62%
9/20/2017,82.88,84.76,85.08,82.18,-0.79%
9/19/2017,83.54,83.95,84.17,82.19,2.35%
9/18/2017,81.62,81.62,83.95,80.78,-0.11%
9/15/2017,81.71,82.53,82.72,81.08,-2.80%
9/14/2017,84.06,84.47,84.64,81.36,1.69%
9/13/2017,82.66,83.06,84.41,81.89,2.09%
9/12/2017,80.97,81.37,84.11,80.32,2.96%
9/11/2017,78.64,76.62,81.53,76.62,1.54%
9/8/2017,77.45,77.45,79.15,75.64,-3.01%
9/7/2017,79.85,79.85,80.23,76.7,4.07%
9/6/2017,76.73,77.13,80.25,76.38,-6.19%
9/5/2017,81.79,83.8,83.8,76.04,1.60%
9/1/2017,80.5,80.1,82.14,78.45,0.00%
8/31/2017,80.5,80.1,81.67,78.75,-0.12%
8/30/2017,80.6,80.21,82.07,79.65,-2.62%
8/29/2017,82.77,83.17,83.17,77.68,-0.27%
8/28/2017,82.99,82.58,84.34,81.84,-3.51%
8/25/2017,86.01,85.6,86.01,82.76,0.19%
8/24/2017,85.85,85.44,86.43,84.74,-3.45%
8/23/2017,88.92,88.92,89.28,85.33,1.46%
8/22/2017,87.64,87.64,89.27,86.88,-0.65%
8/21/2017,88.21,87.4,88.85,86.3,0.03%
8/18/2017,88.18,87.78,89.46,86.18,-1.31%
8/17/2017,89.35,88.94,90.76,87.83,-2.94%
8/16/2017,92.06,91.65,92.94,89.18,2.78%
8/15/2017,89.57,89.57,92.76,89.57,0.10%
8/14/2017,89.48,89.07,91.19,89.07,-1.12%
8/11/2017,90.49,90.49,91.08,85.95,0.00%
8/10/2017,90.49,90.49,91.08,86.29,-0.04%
8/9/2017,90.53,90.93,91.11,88.67,0.60%
8/8/2017,89.99,89.99,92.27,89.46,-0.79%
8/7/2017,90.71,90.31,91.87,89.41,3.72%
8/4/2017,87.46,87.46,92,87.24,-3.49%
8/3/2017,90.62,90.62,90.88,87.46,0.21%
8/2/2017,90.43,90.03,92.39,88.66,-3.71%
8/1/2017,93.91,93.91,95.66,90.26,0.15%
7/31/2017,93.77,94.17,94.84,92.39,-0.93%
7/28/2017,94.65,95.44,96.43,93.2,2.04%
7/27/2017,92.76,93.16,95.97,91.38,-1.33%
7/26/2017,94.01,93.11,94.45,91.95,5.59%
7/25/2017,89.03,89.03,94.32,88.12,-0.13%
7/24/2017,89.15,89.15,89.61,87.96,-1.31%
7/21/2017,90.33,89.52,90.76,87.73,-0.68%
7/20/2017,90.95,90.95,91.36,88.68,0.45%
7/19/2017,90.54,90.13,92.12,90.06,-4.94%
7/18/2017,95.25,94.84,95,90.31,-1.84%
7/17/2017,97.04,97.04,100.25,94.06,-0.86%
7/14/2017,97.88,97.07,98.37,94.93,0.83%
7/13/2017,97.07,96.67,99.67,95.24,-1.31%
7/12/2017,98.36,98.36,98.8,95.83,-0.05%
7/11/2017,98.41,98.01,99.74,97.02,0.35%
7/10/2017,98.07,97.67,98.87,96.9,1.80%
7/7/2017,96.34,96.34,99.01,95.84,5.34%
7/6/2017,91.46,91.46,97.11,91.46,-1.89%
7/5/2017,93.22,93.22,93.38,91.11,1.74%
7/3/2017,91.63,90.83,93.75,90.21,2.77%
6/30/2017,89.16,89.56,92.52,89.21,7.63%
6/29/2017,82.84,82.84,91.37,82.19,0.00%
6/28/2017,82.84,82.84,87.93,82.19,3.93%
6/27/2017,79.71,78.02,83.71,76.75,-0.08%
6/26/2017,79.77,79.77,80.67,77.66,-0.50%
6/23/2017,80.17,79.76,81.62,79.42,-1.17%
6/22/2017,81.12,81.12,81.74,79.59,0.56%
6/21/2017,80.67,80.26,81.76,79.33,-2.28%
6/20/2017,82.55,82.55,83.25,80.09,-1.29%
6/19/2017,83.63,83.22,84.07,80.69,3.69%
